user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement,label
user_381,session_2622,PC,7,14,0,16,0.0,89,1366x768,Edge,english,480,portrait,Delhi,2929.77,2024-07-14 09:00:00,199,0
user_19,session_2623,Mobile,6,2,9,10,1.82,32,1920x1080,Safari,english,-330,portrait,Mumbai,83.69,2024-05-04 07:00:00,0,0
user_443,session_2624,Mobile,7,5,13,4,1.31,10,1366x768,Firefox,hindi,60,none,Mumbai,1196.22,2025-01-18 16:00:00,0,0
user_151,session_2625,Mobile,4,6,9,4,1.07,197,1920x1080,Chrome,foreign,-330,portrait,Bangalore,2657.94,2024-02-06 04:00:00,0,0
user_49,session_2626,PC,0,10,0,9,0.0,23,1366x768,Firefox,foreign,60,landscape,Indore,486.29,2024-05-21 04:00:00,52,1
user_176,session_2627,Mobile,4,4,13,9,2.34,238,414x896,Edge,foreign,0,none,Delhi,514.4,2024-08-22 23:00:00,0,0
user_434,session_2628,Mobile,13,5,8,3,1.27,113,360x640,Chrome,foreign,480,landscape,Bangalore,1441.14,2025-04-25 22:00:00,0,0
user_95,session_2629,PC,8,8,0,13,0.0,129,1440x900,Safari,foreign,480,none,Indore,1159.98,2025-01-06 23:00:00,320,0
user_104,session_2630,PC,14,16,0,13,0.0,20,1920x1080,Edge,foreign,60,portrait,Indore,1538.29,2024-10-18 13:00:00,48,0
user_419,session_2631,PC,5,18,0,7,0.0,24,414x896,Chrome,foreign,-330,landscape,Kolkata,413.48,2024-02-22 22:00:00,54,0
user_249,session_2632,PC,8,14,0,13,0.0,66,414x896,Firefox,foreign,330,landscape,Mumbai,101.93,2024-05-25 16:00:00,165,0
user_116,session_2633,Mobile,9,2,9,6,1.92,16,360x640,Chrome,foreign,-330,portrait,Indore,294.77,2024-12-06 00:00:00,0,0
user_353,session_2634,Mobile,1,7,5,3,1.33,32,360x640,Edge,english,60,portrait,Delhi,176.47,2025-01-25 16:00:00,0,0
user_227,session_2635,Mobile,4,12,7,4,1.52,34,1920x1080,Edge,foreign,480,none,Delhi,13.66,2025-03-18 03:00:00,0,0
user_65,session_2636,Mobile,2,4,11,11,1.43,15,1920x1080,Safari,hindi,330,none,Mumbai,743.48,2025-06-01 10:00:00,0,0
user_334,session_2637,PC,9,15,0,15,0.0,20,414x896,Chrome,hindi,480,none,Mumbai,621.32,2024-03-29 10:00:00,47,0
user_417,session_2638,Mobile,6,7,9,11,1.21,139,414x896,Firefox,foreign,480,portrait,Indore,4390.9,2025-05-11 11:00:00,0,0
user_419,session_2639,PC,8,11,0,18,0.0,16,360x640,Chrome,foreign,60,portrait,Kolkata,810.53,2024-03-09 08:00:00,38,0
user_261,session_2640,Mobile,1,9,11,13,1.41,10,1920x1080,Safari,foreign,60,landscape,Unknown,3569.38,2024-11-25 01:00:00,0,0
user_294,session_2641,PC,7,17,0,11,0.0,89,1920x1080,Firefox,foreign,60,none,Mumbai,1850.1,2024-12-18 08:00:00,206,0
user_425,session_2642,Mobile,4,5,8,6,0.82,335,414x896,Firefox,hindi,-330,landscape,Mumbai,4103.46,2025-02-22 06:00:00,0,0
user_242,session_2643,PC,10,9,0,15,0.0,36,1440x900,Firefox,hindi,60,portrait,Delhi,524.49,2024-12-07 20:00:00,87,0
user_370,session_2644,PC,0,16,0,13,0.0,11,414x896,Safari,english,0,landscape,Mumbai,2620.75,2024-09-08 02:00:00,33,1
user_185,session_2645,Mobile,5,7,8,3,0.29,76,1440x900,Edge,english,-330,none,Unknown,538.12,2024-03-04 01:00:00,0,0
user_245,session_2646,PC,6,10,0,12,0.0,213,1920x1080,Safari,foreign,480,none,Delhi,319.71,2025-02-28 22:00:00,548,0
user_124,session_2647,Mobile,7,7,7,3,1.81,137,414x896,Chrome,hindi,330,none,Indore,817.85,2024-02-19 17:00:00,0,0
user_267,session_2648,PC,10,11,0,17,0.0,87,360x640,Firefox,hindi,-330,landscape,Unknown,181.18,2024-02-24 08:00:00,220,0
user_130,session_2649,Mobile,4,4,11,4,1.65,34,1366x768,Firefox,foreign,60,portrait,Delhi,5085.64,2024-04-18 07:00:00,0,0
user_236,session_2650,PC,6,5,0,12,0.0,600,1920x1080,Firefox,english,0,none,Bangalore,13962.883317281241,2024-03-07 04:00:00,178,1
user_17,session_2651,PC,10,10,0,12,0.0,10,1920x1080,Safari,english,-330,portrait,Delhi,216.6,2024-08-30 13:00:00,28,0
user_39,session_2652,PC,6,10,0,13,0.0,102,414x896,Edge,hindi,330,none,Kolkata,107.53,2024-08-05 00:00:00,255,0
user_20,session_2653,PC,11,11,0,17,0.0,116,1366x768,Firefox,hindi,-330,none,Indore,9965.86,2025-05-25 06:00:00,274,0
user_398,session_2654,PC,27,13,0,11,0.0,301,1366x768,Chrome,hindi,480,portrait,Delhi,11751.027807089418,2024-10-08 03:00:00,1633,1
user_224,session_2655,PC,8,11,0,20,0.0,27,1366x768,Safari,hindi,60,landscape,Mumbai,797.32,2024-12-24 05:00:00,67,0
user_354,session_2656,PC,4,7,0,11,0.0,10,414x896,Firefox,english,-330,none,Unknown,319.29,2024-08-04 14:00:00,20,0
user_281,session_2657,PC,6,10,0,11,0.0,70,414x896,Chrome,english,0,landscape,Bangalore,610.37,2025-01-10 22:00:00,178,0
user_7,session_2658,Mobile,4,5,12,6,1.23,110,1440x900,Edge,hindi,60,landscape,Delhi,3465.66,2024-11-10 01:00:00,0,0
user_99,session_2659,Mobile,2,4,7,2,1.78,140,1440x900,Chrome,english,330,none,Indore,1106.46,2025-02-06 04:00:00,0,0
user_239,session_2660,PC,9,11,0,13,0.0,19,1440x900,Firefox,english,60,none,Bangalore,499.81,2024-03-09 22:00:00,53,0
user_477,session_2661,Mobile,6,2,11,4,1.1,27,360x640,Edge,english,-330,landscape,Bangalore,3680.22,2024-01-06 10:00:00,0,0
user_86,session_2662,Mobile,2,7,7,4,1.29,64,1920x1080,Safari,english,480,landscape,Mumbai,2829.57,2024-10-12 21:00:00,0,0
user_297,session_2663,PC,5,14,0,16,0.0,36,1440x900,Safari,hindi,60,landscape,Mumbai,357.77,2024-05-13 18:00:00,94,0
user_427,session_2664,Mobile,3,7,7,4,1.74,177,360x640,Safari,english,-330,landscape,Indore,942.11,2024-01-19 04:00:00,0,1
user_13,session_2665,PC,3,10,0,15,0.0,57,360x640,Safari,hindi,-330,portrait,Bangalore,2098.97,2025-02-28 01:00:00,134,0
user_333,session_2666,Mobile,6,9,5,9,1.73,144,414x896,Firefox,foreign,480,none,Indore,193.03,2025-05-20 18:00:00,0,0
user_1,session_2667,PC,6,10,0,18,0.0,78,1366x768,Edge,foreign,-330,portrait,Indore,1060.99,2024-11-15 12:00:00,217,0
user_374,session_2668,Mobile,2,5,6,9,0.19,133,1366x768,Safari,hindi,330,none,Delhi,673.22,2025-05-21 05:00:00,0,0
user_292,session_2669,Mobile,5,3,8,6,0.15,36,1440x900,Edge,hindi,480,portrait,Kolkata,1181.07,2024-09-08 02:00:00,0,0
user_324,session_2670,PC,12,8,0,21,0.0,160,1920x1080,Firefox,english,330,none,Unknown,1045.84,2025-04-26 07:00:00,388,0
user_421,session_2671,PC,14,17,0,18,0.0,28,1920x1080,Safari,foreign,330,none,Delhi,360.76,2024-08-01 03:00:00,60,0
user_492,session_2672,Mobile,2,6,6,4,0.83,71,1920x1080,Safari,foreign,-330,landscape,Mumbai,1631.08,2025-03-11 14:00:00,0,0
user_40,session_2673,PC,9,8,0,14,0.0,21,360x640,Edge,foreign,60,portrait,Mumbai,130.9,2024-04-06 08:00:00,63,0
user_317,session_2674,Mobile,5,7,4,7,1.07,58,360x640,Safari,english,330,portrait,Kolkata,513.71,2025-01-24 06:00:00,0,0
user_315,session_2675,Mobile,3,10,5,5,1.0,34,360x640,Edge,hindi,330,portrait,Indore,487.75,2024-04-30 22:00:00,0,0
user_380,session_2676,Mobile,2,6,7,6,0.83,27,414x896,Safari,english,60,portrait,Kolkata,3104.98,2024-07-01 16:00:00,0,0
user_110,session_2677,Mobile,4,5,7,6,2.23,306,360x640,Safari,foreign,0,landscape,Bangalore,7384.81,2024-02-14 00:00:00,0,0
user_13,session_2678,Mobile,5,4,9,10,0.77,15,1920x1080,Firefox,english,0,none,Bangalore,339.12,2025-05-16 00:00:00,0,0
user_230,session_2679,Mobile,10,7,9,8,0.91,139,1920x1080,Safari,english,480,landscape,Indore,1318.0,2024-07-08 07:00:00,0,0
user_472,session_2680,PC,7,13,0,12,0.0,373,1366x768,Chrome,hindi,480,portrait,Bangalore,2753.68,2024-04-22 02:00:00,932,0
user_83,session_2681,PC,7,14,0,16,0.0,10,1920x1080,Safari,english,330,portrait,Kolkata,368.91,2024-01-28 22:00:00,29,0
user_129,session_2682,PC,9,6,0,18,0.0,10,360x640,Chrome,english,60,portrait,Indore,11789.714256261444,2024-10-03 03:00:00,260,1
user_230,session_2683,Mobile,5,6,9,9,1.59,26,360x640,Chrome,english,60,portrait,Delhi,1095.56,2024-01-13 18:00:00,0,0
user_325,session_2684,Mobile,5,7,9,9,0.92,10,1440x900,Edge,hindi,0,portrait,Indore,6585.55,2024-08-31 02:00:00,0,0
user_144,session_2685,PC,11,8,0,12,0.0,46,414x896,Chrome,foreign,-330,landscape,Bangalore,2365.22,2024-01-20 14:00:00,106,0
user_378,session_2686,Mobile,4,4,9,4,0.49,246,1920x1080,Edge,hindi,-330,landscape,Indore,1149.63,2025-06-19 10:00:00,0,0
user_344,session_2687,PC,13,10,0,15,0.0,10,414x896,Edge,hindi,0,none,Kolkata,714.28,2024-09-30 20:00:00,24,0
user_27,session_2688,PC,7,14,0,11,0.0,79,1920x1080,Edge,foreign,0,none,Delhi,2389.48,2024-04-15 22:00:00,180,0
user_65,session_2689,Mobile,8,7,5,2,1.37,62,1366x768,Chrome,foreign,480,none,Delhi,1405.24,2024-06-09 02:00:00,0,0
user_162,session_2690,PC,9,11,0,21,0.0,185,1366x768,Firefox,foreign,-330,landscape,Unknown,1061.25,2025-04-06 07:00:00,479,0
user_228,session_2691,Mobile,8,4,5,3,1.65,10,414x896,Edge,hindi,480,portrait,Delhi,223.49,2025-04-26 08:00:00,0,0
user_260,session_2692,PC,7,11,0,14,0.0,102,360x640,Chrome,foreign,0,landscape,Delhi,1454.22,2024-05-22 13:00:00,252,0
user_448,session_2693,Mobile,5,8,7,6,0.99,102,1440x900,Edge,english,0,portrait,Unknown,1394.01,2024-06-16 19:00:00,0,0
user_423,session_2694,Mobile,6,9,11,5,1.57,99,1920x1080,Edge,foreign,0,landscape,Mumbai,968.58,2024-03-17 18:00:00,0,0
user_459,session_2695,PC,9,16,0,15,0.0,256,1920x1080,Firefox,hindi,60,portrait,Unknown,372.3,2024-04-17 22:00:00,664,0
user_439,session_2696,Mobile,7,4,9,3,1.81,155,1440x900,Edge,english,0,landscape,Indore,516.71,2025-01-28 15:00:00,0,0
user_163,session_2697,Mobile,2,3,2,4,1.48,10,414x896,Chrome,hindi,-330,none,Bangalore,451.17,2025-04-19 15:00:00,0,0
user_300,session_2698,PC,7,6,0,11,0.0,57,414x896,Chrome,foreign,-330,landscape,Unknown,697.9,2025-02-18 12:00:00,141,0
user_406,session_2699,PC,10,14,0,20,0.0,45,1920x1080,Firefox,english,0,landscape,Kolkata,796.49,2025-02-03 20:00:00,93,0
user_302,session_2700,Mobile,5,7,8,5,0.7,33,1366x768,Chrome,english,480,portrait,Kolkata,300.98,2024-06-13 21:00:00,0,0
user_286,session_2701,PC,14,18,0,15,0.0,54,1440x900,Safari,hindi,480,landscape,Unknown,1157.38,2024-03-18 08:00:00,172,0
user_394,session_2702,PC,7,16,0,21,0.0,43,1920x1080,Edge,english,60,none,Kolkata,2068.04,2025-02-08 12:00:00,106,0
user_9,session_2703,PC,7,7,0,16,0.0,50,1366x768,Edge,hindi,0,none,Bangalore,346.98,2024-07-03 18:00:00,115,0
user_194,session_2704,PC,7,21,0,9,0.0,348,414x896,Firefox,english,330,none,Mumbai,5466.58,2024-06-10 18:00:00,855,0
user_117,session_2705,Mobile,8,6,5,5,1.43,10,1366x768,Edge,hindi,-330,none,Bangalore,301.86,2024-10-12 10:00:00,0,0
user_269,session_2706,PC,9,9,0,15,0.0,229,360x640,Safari,english,480,landscape,Kolkata,1985.9,2024-12-24 12:00:00,574,0
user_79,session_2707,PC,8,12,0,18,0.0,58,1920x1080,Edge,hindi,480,landscape,Unknown,1700.31,2024-09-04 17:00:00,146,0
user_457,session_2708,PC,13,9,0,15,0.0,87,1440x900,Edge,foreign,-330,landscape,Indore,181.35,2024-06-20 21:00:00,231,0
user_92,session_2709,PC,14,18,0,18,0.0,159,1366x768,Chrome,foreign,480,portrait,Delhi,3340.23,2024-07-30 01:00:00,399,0
user_265,session_2710,Mobile,6,4,10,1,0.21,40,414x896,Safari,english,330,landscape,Kolkata,1052.86,2025-05-11 01:00:00,0,0
user_331,session_2711,PC,7,12,0,14,0.0,50,1366x768,Edge,foreign,-330,none,Bangalore,194.82,2024-12-28 00:00:00,130,0
user_349,session_2712,Mobile,4,8,9,7,1.28,47,414x896,Safari,foreign,330,landscape,Kolkata,478.99,2024-01-01 04:00:00,0,0
user_360,session_2713,PC,8,11,0,14,0.0,42,360x640,Safari,hindi,-330,landscape,Unknown,551.79,2025-05-09 14:00:00,96,0
user_256,session_2714,PC,6,7,0,17,0.0,233,414x896,Safari,foreign,0,portrait,Kolkata,380.45,2024-03-01 16:00:00,552,0
user_132,session_2715,Mobile,7,4,10,5,0.87,158,1440x900,Safari,english,480,none,Delhi,1270.75,2024-09-02 04:00:00,0,0
user_275,session_2716,PC,6,8,0,11,0.0,10,360x640,Firefox,english,-330,landscape,Mumbai,916.13,2025-04-14 04:00:00,24,0
user_263,session_2717,Mobile,0,5,4,7,1.29,10,1366x768,Firefox,english,60,none,Kolkata,8461.759609481262,2025-06-14 04:00:00,0,1
user_170,session_2718,Mobile,8,2,7,8,1.61,50,1920x1080,Safari,english,-330,portrait,Kolkata,1373.08,2024-03-11 09:00:00,0,0
user_459,session_2719,PC,14,7,0,21,0.0,10,414x896,Safari,english,0,none,Delhi,2525.22,2024-03-08 19:00:00,27,0
user_0,session_2720,PC,9,9,0,12,0.0,86,1440x900,Safari,english,-330,landscape,Delhi,2985.17,2024-11-21 12:00:00,198,0
user_312,session_2721,Mobile,5,9,13,10,1.68,13,1920x1080,Firefox,foreign,-330,portrait,Bangalore,901.89,2024-08-29 14:00:00,0,0
user_63,session_2722,PC,5,7,0,13,0.0,66,1920x1080,Edge,foreign,330,landscape,Unknown,4508.13,2024-08-29 06:00:00,159,0
user_373,session_2723,PC,5,9,0,8,0.0,10,360x640,Safari,hindi,480,none,Bangalore,305.17,2025-03-09 05:00:00,28,0
user_467,session_2724,PC,7,9,0,16,0.0,34,1366x768,Safari,english,330,none,Kolkata,816.97,2024-11-08 08:00:00,86,0
user_283,session_2725,PC,10,19,0,8,0.0,101,1920x1080,Edge,english,480,portrait,Mumbai,1012.46,2024-06-14 14:00:00,271,0
user_120,session_2726,Mobile,5,3,11,6,1.9,59,1440x900,Edge,hindi,60,portrait,Indore,834.01,2025-03-01 10:00:00,0,0
user_106,session_2727,PC,8,9,0,25,0.0,344,414x896,Firefox,foreign,60,none,Mumbai,415.82,2024-05-02 09:00:00,810,0
user_420,session_2728,PC,8,14,0,18,0.0,186,414x896,Safari,english,330,portrait,Delhi,1857.46,2024-07-27 04:00:00,457,0
user_174,session_2729,Mobile,4,5,5,7,1.44,40,414x896,Chrome,hindi,480,landscape,Unknown,136.92,2025-02-26 06:00:00,0,0
user_484,session_2730,PC,11,8,0,14,0.0,10,360x640,Safari,english,0,portrait,Kolkata,1352.09,2024-09-19 14:00:00,16,0
user_203,session_2731,PC,9,11,0,19,0.0,168,1440x900,Edge,english,330,landscape,Delhi,1352.36,2024-03-09 01:00:00,415,0
user_164,session_2732,Mobile,2,13,8,4,1.64,217,1920x1080,Safari,english,-330,landscape,Indore,341.93,2024-10-23 19:00:00,0,0
user_304,session_2733,PC,9,16,0,13,0.0,154,1440x900,Safari,english,330,none,Mumbai,344.98,2025-02-28 20:00:00,388,0
user_496,session_2734,Mobile,2,5,7,6,0.83,12,360x640,Edge,hindi,-330,none,Kolkata,2601.97,2025-06-14 02:00:00,0,0
user_119,session_2735,Mobile,8,5,9,9,1.28,555,360x640,Firefox,foreign,330,none,Delhi,1983.01,2024-09-10 23:00:00,0,0
user_43,session_2736,PC,33,9,0,15,0.0,26,1366x768,Safari,foreign,480,landscape,Delhi,10668.473989632112,2024-07-17 03:00:00,1771,1
user_311,session_2737,Mobile,6,5,10,7,0.18,115,1440x900,Safari,foreign,0,none,Kolkata,779.73,2024-11-05 06:00:00,0,0
user_155,session_2738,PC,10,14,0,7,0.0,214,414x896,Edge,english,0,none,Indore,2362.32,2024-12-12 22:00:00,574,0
user_366,session_2739,PC,9,13,0,9,0.0,24,360x640,Safari,hindi,-330,portrait,Kolkata,2838.49,2024-02-10 07:00:00,69,0
user_206,session_2740,Mobile,5,6,5,3,1.15,214,360x640,Chrome,hindi,0,landscape,Kolkata,1782.35,2024-12-17 17:00:00,0,0
user_389,session_2741,Mobile,5,9,5,4,1.87,33,1366x768,Firefox,foreign,-330,landscape,Kolkata,220.76,2024-08-01 09:00:00,0,0
user_107,session_2742,PC,8,10,0,14,0.0,337,414x896,Edge,hindi,480,landscape,Delhi,647.72,2024-03-24 13:00:00,917,0
user_250,session_2743,Mobile,4,7,7,7,1.99,29,360x640,Safari,hindi,0,landscape,Mumbai,153.86,2024-12-26 01:00:00,0,0
user_444,session_2744,Mobile,6,6,2,3,0.87,276,1920x1080,Chrome,hindi,0,none,Unknown,2067.77,2024-09-12 12:00:00,0,0
user_403,session_2745,Mobile,13,4,3,10,0.89,10,414x896,Firefox,foreign,0,portrait,Mumbai,742.58,2025-04-20 22:00:00,0,0
user_369,session_2746,Mobile,4,9,7,4,1.49,111,1440x900,Edge,hindi,480,landscape,Mumbai,172.28,2024-05-29 22:00:00,0,0
user_333,session_2747,PC,8,12,0,15,0.0,68,1366x768,Firefox,english,-330,none,Mumbai,2149.08,2024-03-23 21:00:00,150,0
user_129,session_2748,PC,10,5,0,22,0.0,58,1920x1080,Firefox,english,480,landscape,Mumbai,1004.01,2025-01-21 19:00:00,128,0
user_456,session_2749,Mobile,5,5,6,7,1.53,22,1920x1080,Edge,hindi,330,landscape,Mumbai,1283.73,2025-06-07 14:00:00,0,0
user_292,session_2750,PC,11,15,0,14,0.0,110,1440x900,Firefox,english,0,landscape,Bangalore,97.43,2024-02-13 15:00:00,261,0
user_19,session_2751,Mobile,4,6,7,6,0.81,19,1366x768,Chrome,english,-330,landscape,Bangalore,852.52,2024-12-19 21:00:00,0,0
user_281,session_2752,PC,10,16,0,13,0.0,72,360x640,Firefox,english,-330,portrait,Unknown,334.56,2024-08-23 23:00:00,172,0
user_284,session_2753,PC,7,13,0,22,0.0,26,1366x768,Chrome,english,0,landscape,Unknown,1186.71,2024-06-20 19:00:00,63,0
user_0,session_2754,PC,7,11,0,12,0.0,280,360x640,Edge,english,330,portrait,Delhi,1374.33,2024-05-23 17:00:00,668,0
user_118,session_2755,Mobile,4,8,7,5,1.46,10,1440x900,Firefox,hindi,-330,landscape,Kolkata,994.47,2024-10-16 00:00:00,0,0
user_34,session_2756,PC,6,7,0,13,0.0,20,1440x900,Safari,hindi,330,portrait,Bangalore,274.48,2024-10-27 20:00:00,46,0
user_197,session_2757,Mobile,4,5,11,5,0.83,24,1920x1080,Edge,english,330,landscape,Bangalore,3583.47,2024-01-11 04:00:00,0,0
user_484,session_2758,PC,10,14,0,18,0.0,48,1920x1080,Edge,foreign,60,none,Delhi,1479.16,2024-05-17 21:00:00,126,0
user_244,session_2759,PC,12,11,0,12,0.0,23,1920x1080,Edge,foreign,60,portrait,Mumbai,497.06,2025-03-18 02:00:00,60,0
user_58,session_2760,PC,8,13,0,14,0.0,60,1440x900,Edge,hindi,60,portrait,Mumbai,1662.75,2024-03-19 22:00:00,145,0
user_324,session_2761,Mobile,3,5,3,4,0.98,185,360x640,Safari,english,-330,none,Kolkata,2204.76,2024-08-07 05:00:00,0,0
user_160,session_2762,PC,5,13,0,21,0.0,112,1440x900,Chrome,hindi,480,portrait,Mumbai,1330.63,2024-09-23 07:00:00,291,0
user_496,session_2763,PC,4,19,0,22,0.0,78,1440x900,Chrome,foreign,-330,none,Unknown,505.05,2024-06-08 01:00:00,213,0
user_178,session_2764,PC,6,11,0,18,0.0,10,1920x1080,Safari,foreign,330,portrait,Bangalore,2666.13,2025-04-05 02:00:00,24,0
user_205,session_2765,PC,12,14,0,19,0.0,106,1366x768,Safari,foreign,480,none,Unknown,226.85,2024-07-10 13:00:00,268,0
user_11,session_2766,Mobile,3,3,7,9,0.77,16,1920x1080,Firefox,english,-330,landscape,Bangalore,2884.36,2025-04-07 04:00:00,0,0
user_489,session_2767,Mobile,3,3,3,9,1.03,138,1366x768,Chrome,english,60,landscape,Unknown,61.04,2024-02-01 21:00:00,0,0
user_275,session_2768,PC,9,8,0,27,0.0,25,360x640,Edge,hindi,60,portrait,Bangalore,1598.92,2025-01-20 17:00:00,69,0
user_180,session_2769,Mobile,9,10,8,8,0.31,48,360x640,Edge,english,-330,none,Indore,3274.38,2024-05-17 12:00:00,0,0
user_241,session_2770,Mobile,5,10,9,4,1.77,38,414x896,Chrome,hindi,480,landscape,Mumbai,1068.29,2024-10-25 06:00:00,0,0
user_215,session_2771,PC,5,9,0,12,0.0,176,414x896,Safari,english,330,landscape,Indore,2165.12,2025-01-22 02:00:00,457,0
user_250,session_2772,Mobile,43,5,28,7,4.91,12,414x896,Chrome,foreign,0,portrait,Mumbai,1647.96,2025-04-26 23:00:00,1973,1
user_298,session_2773,Mobile,5,5,7,4,1.2,75,360x640,Edge,foreign,480,landscape,Unknown,402.15,2025-05-05 19:00:00,0,0
user_125,session_2774,PC,8,14,0,21,0.0,13,1920x1080,Safari,foreign,330,none,Bangalore,1287.89,2025-01-14 00:00:00,30,0
user_481,session_2775,PC,8,11,0,14,0.0,109,1920x1080,Safari,english,330,portrait,Kolkata,502.02,2024-09-03 21:00:00,244,0
user_216,session_2776,Mobile,6,13,9,5,1.2,211,1920x1080,Safari,foreign,60,none,Kolkata,6132.4,2024-04-24 20:00:00,0,0
user_305,session_2777,Mobile,5,3,8,5,1.56,51,1440x900,Firefox,english,-330,none,Kolkata,2648.16,2024-09-18 18:00:00,0,0
user_284,session_2778,PC,12,7,0,16,0.0,60,414x896,Safari,hindi,-330,landscape,Indore,3075.57,2024-09-26 14:00:00,139,0
user_184,session_2779,PC,43,18,0,11,0.0,236,1920x1080,Chrome,english,480,portrait,Unknown,5571.26,2024-07-14 05:00:00,1504,1
user_38,session_2780,PC,7,8,0,17,0.0,66,414x896,Safari,foreign,0,landscape,Indore,143.45,2024-01-20 06:00:00,163,0
user_222,session_2781,Mobile,8,4,9,3,1.97,60,414x896,Firefox,english,-330,portrait,Delhi,428.15,2024-10-08 08:00:00,0,0
user_183,session_2782,Mobile,5,2,6,5,0.52,77,1440x900,Edge,english,-330,none,Mumbai,1386.7,2024-12-24 22:00:00,0,0
user_494,session_2783,Mobile,10,4,6,5,1.04,105,360x640,Firefox,english,60,landscape,Indore,3.26,2025-06-16 23:00:00,0,0
user_426,session_2784,PC,5,10,0,12,0.0,10,1920x1080,Chrome,hindi,0,none,Kolkata,237.45,2025-02-17 00:00:00,23,0
user_177,session_2785,Mobile,4,6,7,5,1.35,154,1440x900,Firefox,foreign,-330,none,Unknown,822.92,2025-04-29 10:00:00,0,0
user_406,session_2786,Mobile,2,9,7,6,0.65,51,360x640,Firefox,english,0,none,Mumbai,1994.66,2024-10-08 09:00:00,0,0
user_427,session_2787,PC,9,12,0,16,0.0,10,360x640,Firefox,hindi,330,none,Kolkata,2858.81,2025-02-16 14:00:00,24,0
user_293,session_2788,PC,3,13,0,22,0.0,138,1920x1080,Chrome,foreign,330,portrait,Unknown,1453.99,2024-01-06 20:00:00,383,0
user_339,session_2789,Mobile,2,4,11,8,1.09,42,414x896,Chrome,english,-330,portrait,Unknown,196.33,2025-01-01 12:00:00,0,0
user_150,session_2790,Mobile,9,3,12,6,1.5,10,1366x768,Chrome,foreign,0,landscape,Indore,171.71,2024-10-25 19:00:00,0,0
user_383,session_2791,PC,8,12,0,12,0.0,90,414x896,Edge,foreign,0,portrait,Kolkata,1000.59,2024-12-03 08:00:00,206,0
user_125,session_2792,Mobile,5,4,8,5,0.96,190,414x896,Firefox,hindi,-330,landscape,Mumbai,2123.07,2025-05-21 19:00:00,0,0
user_300,session_2793,PC,13,11,0,14,0.0,196,1366x768,Safari,foreign,-330,landscape,Mumbai,143.22,2024-01-14 09:00:00,461,0
user_307,session_2794,Mobile,5,9,8,5,1.59,284,360x640,Edge,english,60,portrait,Indore,387.4,2024-10-29 22:00:00,0,0
user_335,session_2795,Mobile,8,6,8,5,1.14,182,1366x768,Chrome,english,480,landscape,Mumbai,749.15,2024-11-29 08:00:00,0,0
user_433,session_2796,Mobile,8,5,16,10,1.66,10,1366x768,Edge,hindi,-330,portrait,Bangalore,1421.31,2025-05-25 22:00:00,0,0
user_233,session_2797,Mobile,4,6,7,10,1.69,43,1440x900,Firefox,foreign,0,none,Bangalore,1999.64,2024-12-18 13:00:00,0,0
user_379,session_2798,Mobile,5,3,15,6,0.82,153,1440x900,Safari,english,0,portrait,Bangalore,1142.67,2025-04-16 16:00:00,0,0
user_374,session_2799,PC,10,11,0,16,0.0,41,1440x900,Safari,english,330,none,Unknown,797.86,2024-10-11 01:00:00,94,0
user_7,session_2800,Mobile,5,6,6,3,1.49,82,360x640,Chrome,foreign,-330,landscape,Bangalore,54.72,2025-03-28 09:00:00,0,0
user_497,session_2801,PC,11,16,0,11,0.0,83,1366x768,Edge,english,60,none,Delhi,542.3,2024-05-18 19:00:00,193,0
user_340,session_2802,PC,9,10,0,25,0.0,40,1920x1080,Safari,hindi,60,portrait,Kolkata,717.63,2025-05-02 11:00:00,98,0
user_128,session_2803,PC,2,9,0,13,0.0,211,1366x768,Safari,foreign,480,none,Mumbai,147.55,2024-06-14 11:00:00,540,0
user_263,session_2804,PC,16,4,0,17,0.0,62,360x640,Edge,hindi,60,none,Bangalore,922.25,2024-07-30 14:00:00,140,0
user_156,session_2805,Mobile,1,3,4,4,1.26,56,1440x900,Firefox,foreign,480,portrait,Bangalore,1443.68,2024-12-25 15:00:00,0,0
user_351,session_2806,PC,9,12,0,10,0.0,539,360x640,Edge,foreign,-330,none,Unknown,1801.47,2024-12-01 22:00:00,1285,0
user_357,session_2807,Mobile,10,9,9,9,1.38,61,1440x900,Edge,english,0,portrait,Indore,942.84,2024-02-17 19:00:00,0,0
user_4,session_2808,Mobile,3,5,11,3,0.91,17,360x640,Firefox,hindi,-330,none,Indore,196.03,2024-05-07 06:00:00,0,0
user_494,session_2809,PC,5,14,0,20,0.0,64,1920x1080,Firefox,foreign,480,portrait,Mumbai,1221.97,2024-02-21 17:00:00,154,0
user_85,session_2810,Mobile,6,3,9,8,1.75,151,1440x900,Firefox,hindi,0,landscape,Delhi,252.68,2024-03-22 11:00:00,0,0
user_174,session_2811,PC,5,16,0,12,0.0,134,1440x900,Edge,english,-330,landscape,Kolkata,467.11,2025-02-01 09:00:00,334,0
user_289,session_2812,PC,4,9,0,19,0.0,139,1366x768,Safari,foreign,-330,none,Delhi,214.59,2024-12-04 22:00:00,362,0
user_192,session_2813,Mobile,1,6,15,2,0.08,110,360x640,Safari,hindi,330,portrait,Indore,137.54,2024-05-22 01:00:00,0,0
